<<<<<<< HEAD
City,Population,Longitude,Latitude
Ansager,1296,8.7526017,55.7049419
Tofterup,650,8.8153803,55.6500558
Outrup,994,8.3435414,55.7217329
Oksby,286,8.1418681,55.5540213
Rødding,4607,9.0581471,55.3680577
Brørup,4557,9.0155482,55.4846109
Lindknud,401,9.0166694,55.5662163
Holsted,3053,8.9151177,55.5059786
Glejbjerg,660,8.8262584,55.5581691
Sønder Hygum,424,8.9802319,55.3529723
Hovborg,397,8.9406207,55.6049888
Askov,1974,9.0982313,55.4694366
Vejen,10416,9.1317951,55.4743417
Store Andst,792,9.2329434,55.4831197
Skodborg,1221,9.1529678,55.4187528
Gesten,848,9.2028076,55.5255015
Bække,1034,9.1377573,55.5702937
Jels,1962,9.2055988,55.3553796
Øster Lindet,400,9.1466492,55.3077931
Varnæs,426,9.5694591,55.0143586
Hostrupskov,519,9.4536495,55.0147124
Hellevad,536,9.2098498,55.0759203
Ravsted,413,9.1347541,55.0035845
Genner,743,9.4349773,55.1181484
Rødekro,6189,9.3410181,55.0696081
Løjt Kirkeby,2395,9.4597059,55.0881376
Hjordkær,1612,9.3045215,55.0266429
Aabenraa,16500,9.4209667,55.0446228
Bylderup-Bov,1301,9.0910721,54.9441897
Tinglev,2799,9.2482003,54.9316288
Kollund,963,9.4517293,54.8415782
Kruså,1486,9.4075596,54.8479278
Padborg,4318,9.3606529,54.8295003
Hovslund Stationsby,279,9.3372034,55.1321251
Rens,242,9.0935699,54.8963793
Uge,238,9.3093789,54.9656484
Kliplev,1238,9.4011265,54.9377073
Felsted,1094,9.5037907,54.9792361
Holbøl,441,9.4415701,54.8931941
Bolderslev,1116,9.2835059,54.9897782
Bovrup,453,9.5839613,54.9963776
Stubbæk,1197,9.4276776,54.9976792
Kollund Østerskov,280,9.4726878,54.8478346
Søgård,303,9.4458812,54.9306158
Fårhus,232,9.3263251,54.8587821
Fredericia,41543,9.7562169,55.565268
Pjedsted,571,9.6564417,55.6029267
Taulov,3539,9.6091733,55.5388
Bredstrup,434,9.6660106,55.593478
Herslev,561,11.9834816,55.6695821
Bøgeskov,299,9.7561832,55.6191338
Egeskov,645,9.7454011,55.6133709
Trelde-Østerby,654,9.7837816,55.6221236
Grumstrup,232,9.9802011,55.9637981
Hovedgård,2355,9.9565056,55.9453819
Haldrup,322,9.9554586,55.8889231
Søvind,1075,9.9992108,55.8948731
Sønder Vissing,431,9.6414299,56.0211456
Tvingstrup,548,9.9267215,55.9125579
Sejet,391,9.9265657,55.8173759
Grædstrup,210,9.5426437,55.980207
Yding,226,9.7638009,56.0013478
Voervadsbro,201,9.698651,56.0136062
Nim,777,9.6875811,55.9283036
Egebjerg,3226,11.6778866,55.843746
Hatting,2074,9.7648287,55.8531914
Horsens,64418,9.8444774,55.8611696
Brædstrup,3967,9.610092,55.9722463
Gedved,2459,9.8469901,55.9282404
Lund,3274,9.7755521,55.8933481
Østbirk,2644,9.7523301,55.9674349
Kolding,63645,9.47905,55.4894999
Stepping,345,9.3583184,55.3556129
Vester Nebel,2010,8.5417459,55.5400538
Viuf,567,9.4906425,55.5857673
Hejls,400,9.5753221,55.3830704
Christiansfeld,3115,9.4905139,55.3589729
Taps,315,9.4795902,55.3960748
Sønder Bjert,2315,9.5571613,55.4591246
Sønder Stenderup,518,9.6144083,55.4614409
Almind,1790,9.4907578,55.5646234
Sjølund,508,9.5290625,55.4013985
Ødis,484,9.3813931,55.4087411
Eltang,209,9.5374632,55.5286062
Jordrup,518,9.3119454,55.5588855
Lunderskov,2985,9.3002816,55.4836316
Vamdrup,4940,9.2889565,55.4284473
Hjarup,391,9.3640556,55.4460586
Skanderup,416,9.3412328,55.4632244
Grejs,1536,9.5461321,55.7616991
Bredal,610,9.6420371,55.746119
Ny Højen,739,9.5005907,55.657203
Skærup,667,9.6003556,55.6393908
Brejning,3120,9.6697145,55.6637885
Børkop,6314,9.6492103,55.6409641
Vejle,62011,9.5329419,55.707931
Gårslev,1252,9.701727,55.6375559
Ågård,1341,9.430663,55.5944797
Vandel,758,9.213503,55.7086234
Andkær,364,9.6286003,55.6654294
Farre,340,9.8438762,56.2184019
Nørup,241,9.304447,55.719176
Gauerslund,258,9.662301,55.6513202
Give,5050,9.2401542,55.845552
Thyregod,1319,9.2580032,55.907716
Jerlev,863,9.4380927,55.6718128
Nørre Vilstrup,380,9.4640404,55.6901138
Egtved,2433,9.3092296,55.6157026
Givskud,614,9.3496951,55.81532
Kollemorten,372,9.3644702,55.8665932
Vonge,554,9.419654,55.8613336
Ødsted,1535,9.3990009,55.6563626
Ny Nørup,484,9.3087947,55.7039006
Skibet,2604,9.4550986,55.7110551
Gadbjerg,824,9.3208133,55.7709233
Jelling,4038,9.4210553,55.7529724
Randbøldal,310,9.2635362,55.6898092
Bredsten,1902,9.3848026,55.7025335
Høl,362,9.7411796,55.632852
Fasterholt,334,9.1123158,56.0083302
Aulum,3245,8.7869814,56.2649053
Ilskov,708,9.0892145,56.2374648
Simmelkær,264,9.0014635,56.267688
Skibbild,728,8.8420361,56.171558
Herning,51782,8.9746623,56.1379757
Gullestrup,1937,8.9650889,56.170038
Timring,691,8.7396079,56.1760379
Studsgård,440,8.9089312,56.091495
Sunds,4302,9.0148142,56.2043516
Feldborg,518,8.9368409,56.3362275
Haderup,630,10.1243262,56.6974776
Hodsager,409,8.8539077,56.3158702
Sørvad,1113,8.6538053,56.2623779
Kibæk,2651,8.8583992,56.0349566
Arnborg,638,8.9874414,56.0142095
Høgild,277,8.9893056,56.0636962
Ørnhøj,757,8.5635585,56.2001125
Sønder Felding,1392,8.7828398,55.9388658
Vildbjerg,4138,8.767696,56.1965014
Skarrild,312,8.8976598,55.9789789
Stakroge,225,8.8496958,55.8902388
Kølkær,531,9.0864658,56.0649686
Borbjerg,458,8.7534213,56.40422
Nørre Felding,731,8.6008796,56.3133372
Tvis,1378,8.7093648,56.3216062
Ulfborg,2004,8.3166504,56.2723603
Vemb,1238,8.3386659,56.3439338
Holstebro,37487,8.6159188,56.3590324
Sevel,512,8.8705587,56.4565803
Thorsminde,280,8.1232421,56.374526
Bur,206,8.4276831,56.3664624
Idom,400,8.4874851,56.3351509
Skave,508,8.8041379,56.3912827
Herrup,260,8.9192412,56.4078557
Handbjerg,210,8.721355,56.4727629
Hvam Mejeriby,238,8.7313203,56.4087556
Krunderup,422,8.5477737,56.3963235
Vinderup,3055,8.7828263,56.4778422
Ejsing,301,8.7844575,56.5220964
Ryde,212,11.3052696,54.7960231
Alstrup,219,8.5607042,56.3900738
Nørre Nissum,988,8.4178851,56.5485388
Lemvig,6741,8.3046456,56.5486971
Harboøre,1339,8.1806946,56.6174264
Klinkby,431,8.2192277,56.5671438
Thyborøn,1740,8.2117981,56.6981186
Lomborg,326,8.2651387,56.500435
Bøvlingbjerg,457,8.2029629,56.4352017
Bækmarksbro,524,8.3084214,56.4164741
Gudum,214,8.4677547,56.5169264
Ramme,366,8.2135663,56.4911246
Struer,9893,8.5951427,56.4866768
Hjerm,1084,8.6410046,56.4382927
Hvidbjerg,1076,8.5271072,56.6486331
Uglev,206,8.5417601,56.6125662
Humlum,784,8.5518902,56.5394331
Resenstad,288,8.537848,56.5166725
Bremdal,1658,8.5817346,56.5076493
Asp,359,8.5097365,56.4330146
Linde,368,10.118258,56.5324652
Vejrumstad,208,8.5828823,56.4349607
Mørke,1690,10.377531,56.3345618
Ebeltoft,7287,10.6770909,56.1988382
Tirstrup,414,10.6866116,56.3010146
Balle,480,10.8077359,56.3156204
Vrinners,400,10.4932308,56.2443396
Pindstrup,719,10.4139662,56.3917868
Ryomgård,2743,10.5020848,56.3842243
Kolind,1913,10.5847907,56.3581302
Nimtofte,582,10.567359,56.408874
Rønde,3328,10.4754416,56.3015637
Ugelbølle,1491,10.4158606,56.3085737
Feldballe,462,10.5861533,56.285821
Knebel,665,10.4864395,56.2139417
Grønfeld,214,10.5534518,56.2530424
Tved,222,10.4350054,56.1962
Rodskov,481,10.3649084,56.299821
Thorsager,1387,10.4560742,56.3457785
Hornslet,6420,10.3159583,56.3137043
Lime,387,10.2480043,56.3872733
Følle Strand,218,10.4274899,56.2977471
Egsmark,221,10.6536054,56.229087
Auning,3330,10.3781855,56.4314503
Fjellerup,384,10.5625462,55.2361139
Gjesing,298,8.4573095,55.5096696
Vivild,764,10.4467604,56.4820941
Bønnerup Strand,656,10.7123751,56.5271644
Ramten,221,10.631968,56.4378675
Stenvad,260,10.6357932,56.4616752
Grenaa,14127,10.8793137,56.4134419
Ålsrode,202,10.8636439,56.3473407
Ørsted,1333,10.3363752,56.5007806
Allingåbro,1813,10.336854,56.4643421
Trustrup,776,10.7715962,56.3507254
Lyngby,300,12.5051413,55.7718649
Gjerrild,412,10.835073,56.4998035
Øster Alling,288,10.316904,56.4112449
Glesborg,607,10.7254803,56.4775074
Hinnerup,8529,10.0688688,56.2678199
Lading,897,9.9786477,56.2212792
Grundfør,402,10.0997842,56.268599
Søften,3129,10.0872653,56.2352921
Nørre Galten,208,10.0503981,56.3490113
Skjød,239,9.9291299,56.2997124
Selling,646,10.0974745,56.3093727
Ødum,336,10.1337841,56.3118609
Folby,1193,10.0262424,56.2513888
Vissing,213,10.0121579,56.3643094
Hadsten,8560,10.0523863,56.3290887
Hadbjerg,725,10.1050615,56.3314452
Aidt,261,9.7892233,56.3155195
Hvorslev,212,9.7675235,56.3664826
Ulstrup,1887,11.2554858,55.5398998
Houlbjerg,207,9.8730183,56.3448019
Hammel,7234,9.8610556,56.2526132
Sall,208,9.8273601,56.2787561
Voldby,451,9.885264,56.2357887
Thorsø,1747,9.7887862,56.3012653
Laurbjerg,941,9.9167436,56.357246
Vitten,219,9.9982238,56.2915553
Voldum,926,10.1657461,56.3653259
Hov,1723,10.251121,55.9190733
Odder,13522,10.1513202,55.975832
Hundslund,542,10.0527531,55.9153605
Ørting,660,10.1495433,55.9267828
Torrild,218,10.0509884,55.9800874
Gylling,647,10.1692307,55.8904152
Saksild,905,10.2317262,55.9764457
Bovlstrup,293,10.2173334,55.9418161
Neder Randlev,205,10.1883173,55.9560716
Haslund,789,10.0256278,56.4189698
Albæk,251,10.1626792,56.4838583
Uggelhuse,428,10.2226901,56.4672528
Råsted,310,9.9495792,56.513415
Gimming,235,10.0981188,56.4936154
Harridslev,1254,10.1294522,56.4980425
Mejlby,616,10.2143428,56.3006105
Havndal,796,10.1970076,56.6522516
Værum,300,9.9898575,56.4061206
Assentoft,3956,10.1519573,56.4435178
Mellerup,509,10.2088098,56.5215723
Øster Tørslev,878,10.1864581,56.5788383
Gjerlev,637,10.1323032,56.5865836
Asferg,663,9.9307608,56.5466328
Spentrup,2342,10.0346886,56.5359106
Randers,64511,10.0371476,56.4617545
Stevnstrup,2696,9.9442095,56.4349087
Gassum,395,9.9975763,56.5752145
Langå,2925,9.8936301,56.390979
Fårup,1037,9.8487711,56.5445686
Øster Bjerregrav,1024,9.907034,56.4837791
Ålum,271,9.8313387,56.4530623
Dalbyover,234,10.2003229,56.6198172
Tånum,210,9.9227759,56.4610056
Munkdrup,354,10.0795986,56.4170676
Voel,1965,9.693675,56.1881828
Bryrup,1624,9.5231724,56.0231999
Linå,558,9.68889,56.1535517
Laven,373,9.717769,56.1252056
Sorring,1165,9.7756433,56.1774826
Salten,727,9.5686653,56.0836884
Them,2448,9.5465183,56.0901518
Sinding,334,8.8524504,56.2143633
Gjessø,840,9.4951896,56.1153362
Virklund,3923,9.5539151,56.1301234
Silkeborg,52571,9.5495141,56.169453
Demstrup,269,9.4229865,56.3354301
Neder Hvam,289,9.3377533,56.3268889
Sjørslev,366,9.4420966,56.3278004
Lemming,279,9.5458156,56.2396476
Nørre Knudstrup,217,9.314763,56.2742355
Vinderslev,452,9.4293691,56.2550463
Ans,1906,9.5895088,56.307027
Fårvang,1391,9.7267735,56.2681439
Gjern,1529,9.7393316,56.2264181
Grauballe,987,9.628787,56.2244319
Sejling,555,9.5195246,56.2174497
Kjellerup,5247,9.4400132,56.2834926
Thorning,1006,9.3307472,56.2851309
Skægkær,436,9.5018971,56.2119087
Øster Bording,218,9.4869679,56.1918789
Funder Kirkeby,610,9.4428992,56.1533605
Kragelund,766,9.4094628,56.1952345
Sejs-Svejbæk,4677,9.6176549,56.1360085
Onsbjerg,240,10.5724692,55.8497267
Tranebjerg,843,10.5894103,55.8326137
Sjelle,319,9.9319682,56.1848717
Hylke,425,9.9355459,55.9915767
Gammel Rye,1564,9.6977741,56.0722964
Galten,9363,9.9098817,56.154066
Låsby,2086,9.809458,56.1526374
Ry,7536,9.7718753,56.0883559
Voerladegård,597,9.7337258,56.0246414
Skjørring,276,9.8877121,56.1807679
Hørning,8542,10.0356047,56.0859191
Skanderborg,20360,9.9317878,56.0351868
Hårby,263,9.9051895,56.0852942
Alken,309,9.8455793,56.0519694
Fruering,427,9.9849415,56.0345245
Blegind,238,10.0696418,56.0672242
Mesing,207,9.9409242,56.072297
Tebstrup,665,9.8771973,55.9725772
Virring,1175,10.0352919,56.0298758
Herskind,893,9.965903,56.1829328
Stjær,1057,9.9540853,56.1186427
Storring,274,9.9391034,56.1347678
Mundelstrup,423,10.0618124,56.1984041
Sabro,3492,10.0341514,56.2121365
Mårslet,5174,10.1624575,56.0671183
Hjortshøj,3586,10.2682671,56.2478414
Lystrup,10153,10.238378,56.2363205
Løgten,8607,10.3187287,56.2769294
Studstrup,808,10.338558,56.2580805
Solbjerg,4845,10.0904237,56.0397896
Aarhus,301049,10.2134046,56.1496278
Borum,314,10.0122294,56.1877607
Spørring,1207,10.1479982,56.2988953
Trige,3459,10.1453751,56.254145
Ormslev,381,10.0617005,56.124591
Elev,1967,10.197571,56.2401986
Hårup,987,10.216223,56.2862796
Lisbjerg,1930,10.1682303,56.2214484
Harlev,4005,9.996093,56.1466687
Beder-Malling,9430,10.2017147,56.0494063
Uhre,260,9.0513204,55.9310917
Isenvad,702,9.2025483,56.0990362
Engesvang,2190,9.3511945,56.1703216
Pårup,239,12.3013937,56.1007761
Gludsted,319,9.3120706,56.0334078
Ikast,16808,9.1547931,56.1390178
Bording,2439,9.2753054,56.1465072
Hampen,333,9.3550209,56.0180516
Klovborg,516,9.4905654,55.9319642
Ejstrupholm,1710,9.2930027,55.9843819
Brande,7394,9.1282868,55.9445468
Nørre Snede,1912,9.3931535,55.9654168
Blåhøj,367,9.0308368,55.8743117
Skjern,7737,8.4909186,55.9469339
Lønborg,242,8.4448995,55.9031929
Hvide Sande,2780,8.1288435,56.0057884
Hemmet,291,8.3724097,55.8496544
Fjelstervang,418,8.8181386,56.0723199
Grønbjerg,356,8.5356796,56.1773453
Spjald,1342,8.5069209,56.1276147
Lyne,247,8.4907466,55.802221
Tarm,4122,8.5192054,55.9065375
Højmark,277,8.3999753,56.0547437
Lem,1358,8.3852184,56.0275264
Ringkøbing,9830,8.2540637,56.0905708
Videbæk,4351,8.6295216,56.0893891
Herborg,273,8.6002672,56.0666215
Rækker Mølle,334,8.5376203,56.0211447
Velling,251,8.3125538,56.0522585
Borris,858,8.6480249,55.9589744
Troldhede,654,8.7416839,55.9936889
Hee,500,8.2879232,56.1437777
Tim,834,8.3033203,56.1965544
Kloster,599,8.1757164,56.1257251
No,239,8.3179241,56.1121326
Ådum,239,8.5934034,55.8743087
Stauning,334,8.3722636,55.9622311
Ølstrup,290,8.4214389,56.111556
Vorgod-Barde,1023,8.7031567,56.0924084
Lindved,1444,9.5782864,55.7920415
Øster Snede,1208,9.6473871,55.796226
Hedensted,13458,9.6994255,55.7705233
Daugård,1121,9.7095269,55.7356553
Barrit,763,9.8969878,55.7090592
Glud,686,9.9997934,55.8085043
Snaptun,477,10.0485566,55.8209229
Juelsminde,3975,10.0104758,55.7086794
Tørring,2930,9.483801,55.8499627
Hornsyld,1646,9.8563818,55.7568412
Bjerre,475,9.8543088,55.7860611
Stouby,863,9.7900425,55.7030191
Rårup,451,9.9297471,55.772877
Bråskov,203,9.8280563,55.7615097
Rask Mølle,1149,9.6109557,55.8720064
Uldum,1364,9.5867407,55.8476686
Ølholm,940,9.5281464,55.8367448
Hornborg,222,9.6649573,55.8533938
Åle,616,9.5618447,55.8868233
Korning,418,9.7034705,55.8528481
Erslev,383,8.7509076,56.830027
Øster Jølby,700,8.7179794,56.8345595
Karby,215,8.560767,56.7538548
Frøslev,248,8.7330983,56.8028447
Vils,452,8.7291569,56.7628666
Redsted,202,8.6528944,56.7394114
Sejerslev,327,8.8652645,56.9250049
Tødsø,248,8.8086871,56.8275733
Nykøbing M,8859,8.8594834,56.7943811
Vodstrup,225,8.823862,56.813138
Lødderup,232,8.7962133,56.7747038
Jebjerg,1069,9.0152295,56.6721323
Højslev,213,9.1361846,56.5857922
Skive,20090,8.9327322,56.6459244
Nederby,534,9.024611,56.816548
Selde,222,9.0477373,56.7805532
Breum,808,9.0701035,56.6871677
Hald,409,10.1105086,56.5564199
Højslev Stationsby,2815,9.1105335,56.5516562
Balling,1154,8.8821834,56.6157838
Roslev,1306,8.9841309,56.7040127
Oddense,582,8.9337614,56.65047
Lihme,256,8.7309305,56.6002853
Ramsing,327,8.8408389,56.5955191
Hem,583,8.9587576,56.5951002
Rønbjerg,315,8.9360333,56.5349617
Durup,868,8.9484097,56.744497
Glyngøre,1371,8.8739004,56.759744
Vesløs,302,8.9716144,57.036484
Østerild,510,8.8488575,57.0304231
Ræhr,478,8.6653912,57.0934001
Frøstrup,594,8.9960835,57.0868956
Hørdum,211,8.488141,56.8489522
Hanstholm,2050,8.6144947,57.1150165
Hundborg,420,8.5085893,56.9270716
Snedsted,1109,8.5231571,56.8917656
Koldby,719,8.5239231,56.8460899
Vestervig,561,8.318305,56.7623851
Hurup,2657,8.4181635,56.7506962
Bedsted,698,9.1043892,55.0611695
Agger,356,8.2414749,56.7823936
Klitmøller,1277,8.4985063,57.0401536
Ydby,246,8.4053242,56.7106598
Nors,1110,8.6781424,57.0203913
Hillerslev,561,8.7302899,57.011814
Sennels,969,8.7948504,56.9649687
Vilsund Vest,390,8.6266813,56.8804983
Nørre Vorupør,591,8.3754337,56.9533533
Sjørring,724,8.5924754,56.9517882
Thisted,13505,8.6848749,56.9562093
Karup,2176,9.1706768,56.3111225
Skelhøje,490,9.2966866,56.3604125
Rindsholm,259,9.4354266,56.4002008
Ulbjerg,454,9.3480141,56.6278293
Frederiks,1803,9.2560458,56.3411629
Kølvrå,713,9.1483455,56.292686
Bjerringbro,7433,9.656576,56.3758414
Mønsted,727,9.1881198,56.445301
Tapdrup,582,9.4835132,56.4404694
Vejrumbro,405,9.5557183,56.441703
Ørum,1493,9.626306,56.4804333
Bjerregrav,438,9.4991288,56.5799115
Møldrup,1280,9.5011335,56.614641
Klejtrup,883,9.6337994,56.5902663
Løvel,841,9.4700325,56.5328173
Vammen,547,9.5733082,56.5302997
Sahl,305,9.639621,56.3374112
Mammen,281,9.6126754,56.4113145
Rødkærsbro,1737,9.5101207,56.3514755
Tange,309,9.5870582,56.3529704
Fly,276,9.0105926,56.4949821
Stoholm,2534,9.1458359,56.4851312
Kjeldbjerg,265,9.0537216,56.473623
Sjørup,270,9.0833181,56.4277179
Vridsted,585,9.0064555,56.4421137
Hammershøj,935,9.7503501,56.5016333
Sparkær,611,9.2282259,56.4772412
Skals,1730,9.4048077,56.5566335
Løgstrup,1924,9.3370029,56.5119795
Ravnstrup,427,9.2865747,56.4480484
Birgittelyst,612,9.3810101,56.398744
Hvam Stationsby,277,9.513098,56.6623827
Viborg,43645,9.4059354,56.4469128
Sønder Rind,301,9.4671841,56.3932132
Brønderslev,12946,9.9448631,57.2700129
Øster Brønderslev,972,9.9957883,57.2483799
Hallund,275,10.1006324,57.2410008
Jerslev,859,10.0932326,57.2847448
Asaa,1089,10.4034857,57.1494732
Hjallerup,4509,10.1465801,57.1665803
Klokkerholm,890,10.1549291,57.2109407
Agersted,535,10.3801201,57.1984657
Tise,247,9.80541,57.296116
Stenum,230,9.8645867,57.3209311
Dronninglund,3688,10.2900877,57.158303
Serritslev,489,9.9749588,57.3141853
Flauenskjold,661,10.2877533,57.2493771
Præstbro,204,10.387584,57.2341451
Haldbjerg,225,10.5023084,57.3937019
Voerså,493,10.4878871,57.2088452
Skagen,7394,10.5844602,57.7259703
Jerup,520,10.4205098,57.533332
Elling,1095,10.4797629,57.4756655
Frederikshavn,22548,10.5336225,57.4412134
Østervrå,1270,10.2398353,57.341266
Ravnshøj,534,10.4260254,57.4515622
Kvissel,347,10.4112523,57.4709813
Thorshøj,261,10.307485,57.3366413
Ålbæk,1419,10.4115924,57.5925422
Sæby,8991,10.5198811,57.3312762
Hørby,382,9.746401,56.6515633
Syvsten,251,10.4334816,57.3091923
Lyngså,212,10.5153946,57.2451451
Strandby,2543,10.4978821,57.4926713
Kilden,893,9.9144117,57.0421761
Gærum,607,10.4350438,57.40153
Dybvad,603,10.3611597,57.2744567
Gedsted,874,9.3334277,56.6892939
Aggersund,247,9.2799491,57.0043224
Løgstør,3969,9.2619587,56.9625246
Vegger,305,9.5716452,56.8848376
Vindblæs,212,9.3486331,56.9278273
Ranum,950,9.2296384,56.8967933
Vilsted,205,9.2862321,56.9040322
Overlade,396,9.2641123,56.8584302
Hvalpsund,621,9.2070497,56.7013574
Farsø,3352,9.3399599,56.7722256
Havbro,377,9.4184846,56.7999966
Vognsild,228,9.4206489,56.7568701
Ullits,263,9.2882914,56.7263717
Hornum,926,9.4247246,56.8400178
Vester Hornum,480,9.3593621,56.8335187
Simested,231,9.5558417,56.696701
Aalestrup,2763,9.4930029,56.6952989
Aars,8708,9.5168986,56.8033777
Vesterø Havn,335,10.9265417,57.2950657
Østerby Havn,256,11.1267206,57.3182473
Byrum,435,10.9995895,57.2554659
Blenstrup,483,10.0113103,56.8794941
Bælum,701,10.1166943,56.8307655
Haverslev,797,9.6822481,56.7875535
Ravnkilde,331,9.7528971,56.7555406
Rørbæk,383,9.7130466,56.7044248
Støvring,9584,9.833064,56.8847204
Suldrup,1376,9.7006273,56.8483838
Rebild,628,9.8494984,56.8313377
Skørping,3056,9.8913283,56.8383525
Øster Hornum,1059,9.7510364,56.9355505
Nørager,1175,9.630736,56.7065701
Aarestrup,208,9.7467337,56.819752
Terndrup,1637,10.0598073,56.8131718
Guldbæk Syd,200,9.8003983,56.9335364
Rostrup,283,9.9319858,56.7309381
Hadsund,4918,10.1151108,56.7193519
Hadsund Syd,438,10.1204587,56.7069598
Veddum,336,10.1757857,56.775081
Øster Hurup,636,10.272655,56.804001
Als,892,9.9240087,54.9716369
Visborg,415,10.1489138,56.7371335
Hobro,12360,9.7939799,56.6371753
Vebbestrup,367,9.820242,56.7253591
Arden,2620,9.8568821,56.7678869
Rold,223,9.814592,56.7731138
Øster Doense,214,9.8397826,56.7092743
Døstrup,313,9.747566,56.6883203
Hvornum,303,9.661288,56.5974869
Valsgård,1124,9.8524403,56.6727233
Hvilsom,243,9.6119021,56.659037
Oue,313,9.9768613,56.6937661
Skelund,396,10.1920402,56.7597337
Sønder Onsild,474,9.7599658,56.5866127
Sønder Onsild Stationsby,264,9.7461256,56.5777113
Handest,231,9.8210822,56.57023
Mariager,2650,9.976727,56.6488769
Norup,242,10.1145898,56.676199
Blokhus,473,9.5842346,57.2523474
Hune,747,9.6189688,57.2478319
Biersted,1629,9.8048768,57.1519913
Nørhalne,1527,9.8761497,57.1515759
Kås,2328,9.651103,57.1935991
Pandrup,2842,9.6790105,57.2094268
Fjerritslev,3306,9.2731047,57.088801
Ingstrup,344,9.7104764,57.3135217
Gjøl,910,9.7163781,57.06828
Halvrimmen,630,9.5867446,57.1107693
Birkelse,619,9.6835772,57.1489245
Tranum,451,9.464078,57.1319337
Aabybro,6721,9.7339628,57.1606394
Vester Torup,220,9.125009,57.1034858
Klim,400,9.1655997,57.0963678
Arentsminde,408,9.6259299,57.1229996
Skovsgård,777,9.4848004,57.0868289
Østerby,325,9.5995831,57.0604418
Saltum,698,9.6984206,57.2711553
Brovst,2684,9.5228664,57.0973209
Vester Hjermitslev,353,9.7580391,57.2863037
Ny Skovsgård,239,9.4866407,57.0958029
Nørre Kongerslev,252,10.1265676,56.9053488
Fjellerad,392,10.0215046,56.9245894
Mou,1023,10.2221553,56.9676427
Hals,2437,10.3084669,56.9963038
Sulsted,1504,9.9525511,57.1669315
Storvorde,3465,10.0996971,57.0034949
Vaarst,354,10.0556716,56.9364661
Vodskov,4810,10.0228291,57.1095604
Vester Hassing,2602,10.1253165,57.0682098
Stae,371,10.0832408,57.0821088
Kongerslev,1288,10.1146692,56.8861935
Gistrup,3686,9.9885675,56.9934443
Klarup,5603,10.0500412,57.0113058
Nøvling,380,9.9590178,56.9735065
Gudumholm,729,10.102146,56.9670618
Vestbjerg,3039,9.9666992,57.1305808
Uggerhalne,286,10.0659854,57.1332369
Hou,611,10.366756,57.0573849
Farstrup,447,9.4614977,56.9833054
Sebbersund,348,9.5662861,56.9621078
Valsted,230,9.563492,56.9770919
Nibe,5616,9.6428712,56.9823812
Vadum,2530,9.8589601,57.1155958
Sønderholm,879,9.7350132,57.0039681
Dall Villaby,1108,9.8863327,56.9909307
Frejlev,3237,11.7653804,54.7027233
Svenstrup,10717,9.8525837,56.9773211
Ferslev,947,9.8966217,56.9529671
Ellidshøj,493,9.8696332,56.9307207
Bislev,202,9.6102782,56.9457301
Aalborg,121878,9.9215263,57.0462626
Langholt,1069,10.0867874,57.1044503
Nørholm,257,9.7362974,57.0376213
Tylstrup,1220,9.951413,57.195294
Gandrup,1559,10.177441,57.0566331
Ulsted,992,10.2569014,57.076012
Nørresundby,24436,9.9241319,57.0607251
Skellet,230,10.2090689,56.9798704
Klitgård,222,9.6873632,57.0262188
Tornby,985,9.9447512,57.529776
Lønstrup,545,9.7980104,57.468435
Bjergby,881,10.0268723,57.5134646
Sindal,3071,10.1994273,57.4755132
Løkken,1669,9.7112502,57.3704858
Vrensted,282,9.7747895,57.3379735
Poulstrup,437,10.0155194,57.351624
Vrå,2681,9.9452931,57.3532646
Hjørring,25908,9.9855998,57.457183
Harken,379,9.9848443,57.3934492
Hundelev,227,9.8399806,57.4269299
Mosbjerg,224,10.2789354,57.502987
Bindslev,943,10.1977563,57.541075
Tversted,522,10.1896211,57.5861839
Åbyen,489,10.0282098,57.5624051
Lendum,487,10.2969452,57.4095287
Hirtshals,5347,9.9649737,57.5908031
Lørslev,282,10.0853339,57.4276017
Tårs,1839,11.0271943,54.8831014
Rakkeby,210,9.9290979,57.4049129
=======
City,Population,Latitude,Longitude
København,667099,55.6867243,12.5700724
Frederiksberg,110023,55.678016,12.5326186
Ballerup,43984,55.7303589,12.3612313
Brøndby,40207,55.644111,12.4217135
Søvang,1772,55.5683804,12.6144904
Dragør,12304,55.592487,12.6719953
Gentofte,75076,55.7535946,12.541436
Gladsaxe,70834,55.7383794,12.4696107
Glostrup,24764,55.6837485,12.4128789
Herlev,30725,55.7337528,12.4294486
Albertslund,27984,55.6586018,12.3562849
Hvidovre,53708,55.6644909,12.4750154
Hedehusene,16731,55.6480127,12.1968926
Reerslev,717,55.6229682,12.1887946
Taastrup,38178,55.6522136,12.292049
Sengeløse,1494,55.6810192,12.2539974
Vridsløsemagle,289,55.6859136,12.2923091
Lyngby-Taarbæk,58382,55.7854145,12.5202151
Rødovre,44617,55.6648012,12.4591846
Ishøj,22110,55.613379,12.3578947
Torslunde,308,55.6260516,12.2540152
Ishøj Landsby,1328,55.6255367,12.3031694
Tårnby,43609,55.6246457,12.6006252
Vallensbæk,17724,55.6329555,12.3704254
Vallensbæk Landsby,446,55.6355424,12.363621
Furesø,3870,55.801089,12.4089396
Kirke Værløse,983,55.7848926,12.3225172
Farum,20369,55.8101232,12.3702505
Værløse,13200,55.783333,12.383333
Laanshøj,957,55.7755348,12.3224486
Blovstrød,3043,55.8678298,12.3869272
